icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,fetch_time
4b1815,SWR5KY  ,Switzerland,1764668077,1764668077,3.2014,48.8986,6553.2,False,213.45,110.75,12.03,,6537.96,1000,False,0,2025-12-02 09:34:39+00:00
4b1817,SWR7AK  ,Switzerland,1764668078,1764668078,6.9698,44.1459,8336.28,False,215.4,348.99,14.63,,8427.72,1000,False,0,2025-12-02 09:34:39+00:00
3ffc0b,DMYIS   ,Germany,1764668071,1764668071,18.1922,48.8076,1188.72,False,82.83,101.1,-2.93,,1303.02,7000,False,0,2025-12-02 09:34:39+00:00
440da5,EJU37XZ ,Austria,1764668078,1764668078,1.8669,41.0733,3383.28,False,161.22,256.72,8.78,,3459.48,,False,0,2025-12-02 09:34:39+00:00
39de51,TVF8284 ,France,1764668078,1764668078,6.0695,44.2116,11879.58,False,223.72,134.53,0.0,,11910.06,7652,False,0,2025-12-02 09:34:39+00:00
4b1809,SWR105W ,Switzerland,1764668059,1764668078,8.5554,47.456,,True,0.0,5.62,,,,2000,False,0,2025-12-02 09:34:39+00:00
4b1800,CIAO    ,Switzerland,1764668076,1764668076,8.5569,47.4559,,True,0.0,5.62,,,,2000,False,0,2025-12-02 09:34:39+00:00
4b1802,SWR8KW  ,Switzerland,1764668078,1764668078,10.1278,47.6815,7917.18,False,217.7,278.97,-11.38,,7993.38,1000,False,0,2025-12-02 09:34:39+00:00
408111,LOG902P ,United Kingdom,1764668078,1764668078,-2.2984,57.3383,1097.28,False,82.07,157.13,-2.6,,929.64,,False,0,2025-12-02 09:34:39+00:00
4952ca,TAP640  ,Portugal,1764668069,1764668069,4.494,50.9026,,True,0.0,14.06,,,,1000,False,0,2025-12-02 09:34:39+00:00
4952cc,TAP120Y ,Portugal,1764668078,1764668078,8.1431,50.3378,10668.0,False,222.2,61.06,0.0,,10668.0,1000,False,0,2025-12-02 09:34:39+00:00
4b181a,SWR2DV  ,Switzerland,1764668078,1764668078,7.7021,50.542,10668.0,False,205.08,156.65,0.0,,10668.0,1000,False,0,2025-12-02 09:34:39+00:00
4b181b,SWR5QD  ,Switzerland,1764668078,1764668078,8.2525,47.3566,3436.62,False,151.39,242.91,5.85,,3474.72,3052,False,0,2025-12-02 09:34:39+00:00
4b181c,SWR8HG  ,Switzerland,1764668078,1764668078,1.6924,51.1713,9464.04,False,233.13,102.75,11.05,,9304.02,2037,False,0,2025-12-02 09:34:39+00:00
a1d8fd,UAL5    ,United States,1764668078,1764668078,-0.3916,51.3251,2743.2,False,139.97,50.52,0.33,,2667.0,7645,False,0,2025-12-02 09:34:39+00:00
4952c1,TAP552N ,Portugal,1764668078,1764668078,1.317,48.0386,10965.18,False,258.88,47.5,0.0,,10835.64,1000,False,0,2025-12-02 09:34:39+00:00
440daf,EJU61RC ,Austria,1764668077,1764668077,-3.6581,45.383,11277.6,False,205.58,226.32,-0.33,,11079.48,2361,False,0,2025-12-02 09:34:39+00:00
4952c3,TAP1866 ,Portugal,1764667846,1764667846,-9.1464,38.7618,99.06,False,70.32,22.81,-3.58,,205.74,3766,False,0,2025-12-02 09:34:39+00:00
4952c6,TAP780  ,Portugal,1764668078,1764668078,-2.1301,46.1335,10972.8,False,251.16,37.18,0.0,,10782.3,2363,False,0,2025-12-02 09:34:39+00:00
4952c8,TAP822W ,Portugal,1764668078,1764668078,7.7789,44.9802,5227.32,False,162.46,66.68,-7.15,,5288.28,5211,False,0,2025-12-02 09:34:39+00:00
3945f5,FGRPV   ,France,1764668078,1764668078,-2.7055,47.5735,579.12,False,36.81,303.02,-0.33,,571.5,,False,0,2025-12-02 09:34:39+00:00
4952af,TAP036  ,Portugal,1764668078,1764668078,-9.4374,38.5234,1752.6,False,127.67,66.74,-11.7,,1859.28,4416,False,0,2025-12-02 09:34:39+00:00
4b180b,SWR319V ,Switzerland,1764668078,1764668078,6.8544,51.0625,3787.14,False,175.16,119.95,10.4,,3779.52,1000,False,0,2025-12-02 09:34:39+00:00
511187,MBU3PK  ,Estonia,1764668078,1764668078,-3.5937,45.1545,11285.22,False,209.47,219.32,0.0,,11087.1,1131,False,0,2025-12-02 09:34:39+00:00
44028c,EJU9043 ,Austria,1764668078,1764668078,12.1846,44.7084,11887.2,False,239.55,113.81,0.0,,11864.34,0435,False,0,2025-12-02 09:34:39+00:00
511188,MBU6239 ,Estonia,1764668077,1764668078,23.6063,41.1021,11574.78,False,223.87,339.27,0.0,,11605.26,6445,False,0,2025-12-02 09:34:39+00:00
aad012,UAL18   ,United States,1764668078,1764668078,5.2098,47.2369,9753.6,False,261.63,318.35,0.0,,9784.08,5764,False,0,2025-12-02 09:34:39+00:00
511189,MBU3SD  ,Estonia,1764668078,1764668078,-0.8819,46.9359,10668.0,False,183.35,225.68,0.33,,10507.98,0616,False,0,2025-12-02 09:34:39+00:00
4952b3,TAP012  ,Portugal,1764667992,1764667993,-9.1465,38.7615,91.44,False,77.01,22.8,-4.23,,205.74,4472,False,0,2025-12-02 09:34:39+00:00
4acb02,NSZ3YT  ,Sweden,1764668078,1764668078,18.474,59.46,3870.96,False,177.83,174.36,13.98,,3832.86,,False,0,2025-12-02 09:34:39+00:00
3c664f,DLH814  ,Germany,1764668078,1764668078,12.0857,57.6665,2400.3,False,162.69,27.7,-6.83,,2369.82,3732,False,0,2025-12-02 09:34:39+00:00
51116f,MBU4ZR  ,Estonia,1764668079,1764668079,8.4897,49.2045,10668.0,False,220.43,200.63,0.0,,10690.86,1126,False,0,2025-12-02 09:34:39+00:00
4bc8c6,PGT738L ,Turkey,1764668078,1764668078,27.7301,41.5328,9410.7,False,220.43,324.31,6.83,,9509.76,2311,False,0,2025-12-02 09:34:39+00:00
a9036a,EAGLE5  ,United States,1764668078,1764668078,0.6401,38.0013,2743.2,False,96.37,86.63,0.0,,2834.64,6354,False,0,2025-12-02 09:34:39+00:00
4bc8c4,PGT852E ,Turkey,1764668078,1764668078,7.9585,40.4193,11216.64,False,222.78,261.23,3.25,,11292.84,,False,0,2025-12-02 09:34:39+00:00
4bc8c2,PGT1157 ,Turkey,1764668078,1764668078,7.2845,51.5794,10980.42,False,229.65,299.38,-0.33,,10949.94,3241,False,0,2025-12-02 09:34:39+00:00
4bc8c3,PGT23JG ,Turkey,1764668078,1764668078,20.5089,46.1071,10363.2,False,226.04,300.65,0.33,,10294.62,2646,False,0,2025-12-02 09:34:39+00:00
3c6663,DLH7YY  ,Germany,1764668078,1764668078,8.727,49.9072,2880.36,False,142.87,140.41,17.56,,2872.74,1000,False,0,2025-12-02 09:34:39+00:00
4bc8c1,PGT795K ,Turkey,1764668077,1764668078,12.1517,48.1864,8618.22,False,240.25,297.83,-7.15,,8679.18,7430,False,0,2025-12-02 09:34:39+00:00
44028f,OECCE   ,Austria,1764668049,1764668049,12.6299,42.1335,365.76,False,41.83,4.94,-2.93,,419.1,2000,False,0,2025-12-02 09:34:39+00:00
3c6678,DLH77P  ,Germany,1764668077,1764668078,5.9735,49.7452,9563.1,False,222.81,265.9,3.25,,9540.24,2555,False,0,2025-12-02 09:34:39+00:00
ad3c48,NCR563  ,United States,1764668078,1764668078,25.8551,44.5594,967.74,False,86.95,88.98,-1.63,,1059.18,6354,False,0,2025-12-02 09:34:39+00:00
511171,MBU4KV  ,Estonia,1764668078,1764668078,4.3159,50.952,10972.8,False,189.05,219.15,0.0,,10866.12,1124,False,0,2025-12-02 09:34:39+00:00
511172,MBU3WL  ,Estonia,1764668078,1764668078,-3.9474,45.1418,11285.22,False,209.21,228.59,0.33,,11079.48,6664,False,0,2025-12-02 09:34:39+00:00
abb3be,DAL20   ,United States,1764668078,1764668078,-4.6054,53.4289,12496.8,False,248.97,105.21,0.0,,12146.28,5153,False,0,2025-12-02 09:34:39+00:00
3c666c,DLH99X  ,Germany,1764668078,1764668078,-1.3698,40.6874,7871.46,False,195.06,251.71,-5.2,,7924.8,1000,False,0,2025-12-02 09:34:39+00:00
511170,MBU7PL  ,Estonia,1764668078,1764668078,11.8423,51.3384,3230.88,False,146.64,220.73,4.23,,3253.74,0611,False,0,2025-12-02 09:34:39+00:00
48cb15,TVP7640 ,Poland,1764668078,1764668078,23.2443,44.1635,10668.0,False,228.71,165.81,0.0,,10645.14,5546,False,0,2025-12-02 09:34:39+00:00
4bc8d4,PGT955  ,Turkey,1764668078,1764668078,7.3371,45.7974,6736.08,False,205.17,275.47,-3.9,,6812.28,5730,False,0,2025-12-02 09:34:39+00:00
3442cb,ANE21KC ,Spain,1764667970,1764667991,-3.9726,37.1508,2705.1,False,97.84,335.46,-4.88,,2788.92,3463,False,0,2025-12-02 09:34:39+00:00
471efa,WZZ45CE ,Hungary,1764668078,1764668078,17.0155,55.7225,8900.16,False,220.92,328.72,4.55,,8915.4,6022,False,0,2025-12-02 09:34:39+00:00
3c667a,DLH29M  ,Germany,1764668078,1764668078,4.3889,45.7235,10668.0,False,215.12,243.13,0.0,,10645.14,2542,False,0,2025-12-02 09:34:39+00:00
471efe,WMT6QM  ,Hungary,1764668064,1764668064,-1.6587,53.8674,,True,0.0,272.81,,,,,False,0,2025-12-02 09:34:39+00:00
40812e,EZY52CH ,United Kingdom,1764668078,1764668078,-8.9409,44.5179,11277.6,False,231.92,176.57,0.0,,11056.62,4643,False,0,2025-12-02 09:34:39+00:00
40812d,EZY28GB ,United Kingdom,1764668078,1764668078,-5.1018,45.9406,11269.98,False,219.1,193.58,0.0,,11049.0,0665,True,0,2025-12-02 09:34:39+00:00
51118a,CFG432  ,Estonia,1764668078,1764668078,20.6181,44.1575,11292.84,False,231.72,146.59,-0.33,,11262.36,1125,False,0,2025-12-02 09:34:39+00:00
408134,BAW335  ,United Kingdom,1764668078,1764668078,17.4822,46.7252,11574.78,False,225.47,309.54,0.33,,11521.44,5602,False,0,2025-12-02 09:34:39+00:00
4845c0,HNL24A  ,Kingdom of the Netherlands,1764667992,1764667992,3.9368,52.1277,,True,0.0,210.94,,,,4324,False,0,2025-12-02 09:34:39+00:00
3b7b23,FDO5611 ,France,1764668027,1764668038,-0.9243,49.4632,685.8,False,111.63,0.0,0.0,,662.94,,False,0,2025-12-02 09:34:39+00:00
ab649a,DAL266  ,United States,1764668078,1764668078,-3.4835,49.4243,10363.2,False,251.57,90.47,0.0,,10066.02,,False,0,2025-12-02 09:34:39+00:00
4b187a,SWR16F  ,Switzerland,1764668078,1764668078,8.5783,47.4311,853.44,False,96.25,105.82,9.75,,906.78,3021,False,0,2025-12-02 09:34:39+00:00
4b1883,SWR66C  ,Switzerland,1764668078,1764668078,8.5002,47.4552,1463.04,False,117.91,255.6,4.55,,1516.38,3016,False,0,2025-12-02 09:34:39+00:00
4b1884,SWR19C  ,Switzerland,1764668077,1764668078,-5.7725,49.3607,11887.2,False,258.73,95.02,0.0,,11582.4,,False,0,2025-12-02 09:34:39+00:00
3455d9,VOE85VT ,Spain,1764668064,1764668064,-3.934,37.174,2087.88,False,86.6,283.05,0.33,,2186.94,5051,False,0,2025-12-02 09:34:39+00:00
4b1887,SWR9G   ,Switzerland,1764668078,1764668079,-3.9069,49.5864,11887.2,False,258.29,100.91,0.33,,11590.02,,False,0,2025-12-02 09:34:39+00:00
3c65c2,DLH5CF  ,Germany,1764668078,1764668078,14.5044,56.7494,11574.78,False,211.47,207.69,-0.33,,11513.82,3515,False,0,2025-12-02 09:34:39+00:00
4acb58,SAS97F  ,Sweden,1764668078,1764668078,6.042,52.6239,11574.78,False,191.24,212.36,0.0,,11475.72,0735,False,0,2025-12-02 09:34:39+00:00
3c65c1,DLH5H   ,Germany,1764668078,1764668078,4.1798,50.7558,11879.58,False,233.46,104.68,-2.28,,11734.8,2552,False,0,2025-12-02 09:34:39+00:00
acc122,ALTUS   ,United States,1764667960,1764668003,22.4431,40.1568,205.74,False,4.4,69.44,0.0,,312.42,,False,0,2025-12-02 09:34:39+00:00
4b1882,SWR15X  ,Switzerland,1764667783,1764667784,8.5584,47.4605,396.24,True,0.0,5.62,,,,5241,False,0,2025-12-02 09:34:39+00:00
44023f,EJU491J ,Austria,1764668078,1764668078,10.7463,44.1757,11186.16,False,233.28,136.7,2.6,,11186.16,1000,False,0,2025-12-02 09:34:39+00:00
4a822a,SVF667  ,Sweden,1764668077,1764668077,17.9204,59.6568,,True,12.86,188.44,,,,0404,False,0,2025-12-02 09:34:39+00:00
3c5ee7,EWG87B  ,Germany,1764667999,1764668008,9.1927,48.6871,,True,0.0,163.12,,,,1351,False,0,2025-12-02 09:34:39+00:00
403297,GRVRY   ,United Kingdom,1764668070,1764668071,-2.4928,53.7892,678.18,False,42.95,214.26,-3.58,,556.26,5050,False,0,2025-12-02 09:34:39+00:00
4bc8cd,PGT37SZ ,Turkey,1764668077,1764668078,24.7809,42.9395,10980.42,False,205.23,286.75,0.0,,11003.28,2326,False,0,2025-12-02 09:34:39+00:00
4bc8ce,PGT67SY ,Turkey,1764668078,1764668078,28.1411,41.0883,7848.6,False,213.58,313.73,7.15,,7955.28,2373,False,0,2025-12-02 09:34:39+00:00
3c65d4,DLH6HU  ,Germany,1764668078,1764668078,13.1901,49.8221,9380.22,False,212.49,197.47,-10.4,,9425.94,1000,False,0,2025-12-02 09:34:39+00:00
4bc8cc,PGT774T ,Turkey,1764668078,1764668078,22.9093,47.4343,10363.2,False,224.76,325.26,0.0,,10294.62,5376,False,0,2025-12-02 09:34:39+00:00
3c65c9,DLH3XK  ,Germany,1764668078,1764668078,5.5237,51.7061,11567.16,False,226.88,310.77,0.0,,11452.86,2552,False,0,2025-12-02 09:34:39+00:00
3c65c8,DLH3PP  ,Germany,1764668078,1764668079,3.9948,51.3415,11597.64,False,212.92,286.42,0.33,,11452.86,6657,False,0,2025-12-02 09:34:39+00:00
3c5ee3,EWG5L   ,Germany,1764668078,1764668078,9.5171,50.2511,11582.4,False,227.13,6.11,0.0,,11559.54,3002,False,0,2025-12-02 09:34:39+00:00
3c5ef8,EWG1JM  ,Germany,1764668078,1764668078,3.5248,52.3612,11277.6,False,240.49,69.2,-0.33,,11102.34,2160,False,0,2025-12-02 09:34:39+00:00
3c5ef6,EWG1FH  ,Germany,1764668078,1764668078,9.8071,51.6486,11574.78,False,234.27,9.61,0.33,,11544.3,2750,False,0,2025-12-02 09:34:39+00:00
46b82a,AEE624  ,Greece,1764668078,1764668078,9.3358,50.8653,10370.82,False,233.57,309.37,0.0,,10386.06,1000,False,0,2025-12-02 09:34:39+00:00
46b82d,AEE764  ,Greece,1764668078,1764668078,21.6595,49.755,10378.44,False,232.09,10.21,0.0,,10317.48,2247,False,0,2025-12-02 09:34:39+00:00
46b82b,AEE5DL  ,Greece,1764668078,1764668078,13.0033,48.7759,10972.8,False,228.57,311.26,-2.93,,10965.18,1753,False,0,2025-12-02 09:34:39+00:00
46b82c,AEE6LW  ,Greece,1764668078,1764668078,10.595,47.5209,10972.8,False,230.68,323.62,-0.33,,10980.42,3554,False,0,2025-12-02 09:34:39+00:00
3b7b3c,DRAGO64 ,France,1764668064,1764668064,-0.3384,43.2032,1219.2,False,59.59,153.88,-0.33,,1264.92,,False,0,2025-12-02 09:34:39+00:00
3c5eec,EWG37L  ,Germany,1764668078,1764668078,6.7133,51.2682,922.02,False,82.72,278.58,12.03,,906.78,3735,False,0,2025-12-02 09:34:39+00:00
3c65d6,DLH8LJ  ,Germany,1764668077,1764668078,7.5267,49.9436,6873.24,False,213.63,277.19,7.15,,6918.96,2560,False,0,2025-12-02 09:34:39+00:00
3c65d5,DLH08C  ,Germany,1764667823,1764667823,-2.7312,43.3423,3459.48,False,164.99,297.68,-5.53,,3497.58,1000,False,0,2025-12-02 09:34:39+00:00
3d3854,DETOU   ,Germany,1764668078,1764668078,8.4209,49.3425,701.04,False,35.12,211.83,0.65,,746.76,7000,False,0,2025-12-02 09:34:39+00:00
3c65d9,DLH4TU  ,Germany,1764668078,1764668079,11.0419,44.7926,10980.42,False,222.44,342.78,0.33,,10965.18,1000,False,0,2025-12-02 09:34:39+00:00
3c5ef5,EWG16R  ,Germany,1764667788,1764667788,6.7963,51.3008,144.78,False,63.17,232.94,-3.25,,175.26,5265,False,0,2025-12-02 09:34:39+00:00
3c65cb,DLH94H  ,Germany,1764668078,1764668078,3.0011,41.5326,3733.8,False,145.48,216.95,-6.18,,3794.76,1000,False,0,2025-12-02 09:34:39+00:00
3c65ca,DLH4MH  ,Germany,1764668078,1764668078,8.9498,49.7435,4290.06,False,193.07,131.98,13.0,,4328.16,6423,False,0,2025-12-02 09:34:39+00:00
3c5ef2,EWG23J  ,Germany,1764668078,1764668079,4.9692,50.568,11292.84,False,207.07,122.62,0.33,,11193.78,4654,False,0,2025-12-02 09:34:39+00:00
440219,EJU9050 ,Austria,1764668078,1764668078,12.9847,44.4718,11894.82,False,234.9,116.12,0.0,,11864.34,0434,False,0,2025-12-02 09:34:39+00:00
46b831,AEE750  ,Greece,1764668078,1764668078,17.344,50.9196,10363.2,False,218.17,334.89,0.0,,10355.58,4516,False,0,2025-12-02 09:34:39+00:00
46b832,AEE3LK  ,Greece,1764668078,1764668078,29.1193,36.0311,10363.2,False,213.57,290.44,0.33,,10500.36,,False,0,2025-12-02 09:34:39+00:00
46b830,AEE8RB  ,Greece,1764668078,1764668078,14.0155,52.2369,2506.98,False,148.86,341.25,-11.7,,2537.46,1000,False,0,2025-12-02 09:34:39+00:00
391a14,FGGQU   ,France,1764668077,1764668077,3.1233,49.1336,579.12,False,64.23,54.78,1.3,,579.12,,False,0,2025-12-02 09:34:39+00:00
44020a,AUA521S ,Austria,1764668077,1764668078,9.281,45.4087,220.98,False,61.39,355.67,-3.58,,312.42,1000,False,0,2025-12-02 09:34:39+00:00
43ee43,2COOK   ,United Kingdom,1764668078,1764668078,-3.2729,42.5454,2552.7,False,130.68,233.81,-6.5,,2583.18,1000,False,0,2025-12-02 09:34:39+00:00
a4c592,JBU1407 ,United States,1764668078,1764668078,-3.7473,49.2944,10675.62,False,249.3,87.16,0.65,,10378.44,,False,0,2025-12-02 09:34:39+00:00
4057c3,GGOES   ,United Kingdom,1764667811,1764667811,-1.6581,54.679,518.16,False,53.04,288.08,-2.6,,373.38,,False,0,2025-12-02 09:34:39+00:00
46b823,AEE7LD  ,Greece,1764668077,1764668077,8.4212,40.4635,10660.38,False,226.94,259.68,0.0,,10721.34,,False,0,2025-12-02 09:34:39+00:00
46b826,AEE2BR  ,Greece,1764668078,1764668079,4.8994,50.9621,1120.14,False,117.38,286.29,-3.58,,1104.9,1000,False,0,2025-12-02 09:34:39+00:00
43ee73,2OOPC   ,United Kingdom,1764668078,1764668078,0.9956,46.6719,13106.4,False,195.47,167.54,0.0,,12976.86,2155,False,0,2025-12-02 09:34:39+00:00
511121,EEF44   ,Estonia,1764668078,1764668078,23.6797,58.9224,1836.42,False,88.02,23.42,-0.65,,1821.18,,False,0,2025-12-02 09:34:39+00:00
45c08f,OYPDO   ,Denmark,1764668079,1764668079,9.4806,55.6977,967.74,False,57.33,84.85,0.0,,914.4,,False,0,2025-12-02 09:34:39+00:00
440237,EJU16YN ,Austria,1764668078,1764668078,9.4504,43.8597,11574.78,False,211.13,322.82,0.0,,11590.02,6147,False,0,2025-12-02 09:34:39+00:00
440241,AOJ1A   ,Austria,1764668078,1764668078,2.732,45.6513,11582.4,False,225.23,256.66,-0.98,,11551.92,1000,False,0,2025-12-02 09:34:39+00:00
3ffc4a,,Germany,1764668078,1764668078,9.2201,48.8654,411.48,False,34.79,293.53,11.7,,472.44,,False,0,2025-12-02 09:34:39+00:00
47880d,SAS954  ,Norway,1764668078,1764668078,4.7519,55.9047,12496.8,False,254.68,89.19,0.33,,12252.96,1462,False,0,2025-12-02 09:34:39+00:00
3994a5,FHFFF   ,France,1764668036,1764668036,5.6283,43.3964,685.8,False,37.57,178.43,-0.98,,777.24,,False,0,2025-12-02 09:34:39+00:00
4aca9a,NOZ22R  ,Sweden,1764668078,1764668078,3.4053,54.0346,10972.8,False,180.29,219.09,0.0,,10751.82,5243,False,0,2025-12-02 09:34:39+00:00
4a09b2,AEZ300Z ,Romania,1764667792,1764667792,9.1538,39.7096,4312.92,False,203.2,154.67,-8.78,,4419.6,,False,0,2025-12-02 09:34:39+00:00
4aca84,NSZ2876 ,Sweden,1764668078,1764668078,6.0085,49.8786,11064.24,False,203.18,213.33,4.88,,11026.14,0743,False,0,2025-12-02 09:34:39+00:00
ab5d52,DAL161  ,United States,1764668018,1764668018,4.7704,52.3108,,True,0.0,272.81,,,,,False,0,2025-12-02 09:34:39+00:00
393324,AFR72JH ,France,1764668078,1764668078,5.206,43.4034,10957.56,False,227.38,354.55,1.3,,10957.56,1000,False,0,2025-12-02 09:34:39+00:00
4aca89,NSZ4AW  ,Sweden,1764668078,1764668079,-3.7299,37.0173,4777.74,False,180.55,196.21,-12.35,,4922.52,1173,False,0,2025-12-02 09:34:39+00:00
a40d3a,N360KN  ,United States,1764668078,1764668078,6.1841,44.7672,8534.4,False,156.81,335.79,0.0,,8656.32,1000,False,0,2025-12-02 09:34:39+00:00
3d1e62,DEJTI   ,Germany,1764667784,1764667816,7.5081,49.3311,929.64,False,39.88,210.2,-0.33,,998.22,1260,False,0,2025-12-02 09:34:39+00:00
3dd5b0,DHBEE   ,Germany,1764668060,1764668078,10.9933,50.9727,434.34,False,42.12,278.43,-2.93,,495.3,,False,0,2025-12-02 09:34:39+00:00
4520e0,HLR555  ,Bulgaria,1764668078,1764668078,19.2064,47.5616,11887.2,False,220.78,128.47,0.0,,11795.76,1000,False,0,2025-12-02 09:34:39+00:00
3c65da,DLH902  ,Germany,1764668077,1764668077,-0.4571,51.476,,True,10.29,90.0,,,,2541,False,0,2025-12-02 09:34:39+00:00
471f8e,WMT4TW  ,Hungary,1764668078,1764668078,12.8719,42.2794,10965.18,False,231.54,65.03,0.33,,10942.32,1247,False,0,2025-12-02 09:34:39+00:00
344481,IBE07LT ,Spain,1764668078,1764668078,3.6976,51.3062,6576.06,False,241.43,23.62,-8.13,,6553.2,1000,False,0,2025-12-02 09:34:39+00:00
485991,KLM7923 ,Kingdom of the Netherlands,1764668078,1764668078,6.5791,53.0896,2133.6,False,55.71,222.38,-0.33,,2103.12,0430,False,0,2025-12-02 09:34:39+00:00
471f9a,WZZ1761 ,Hungary,1764668078,1764668078,25.0196,40.0879,10965.18,False,213.53,318.32,0.0,,11049.0,4133,False,0,2025-12-02 09:34:39+00:00
471f9e,WZZ8608 ,Hungary,1764668079,1764668079,18.4608,49.2456,11269.98,False,226.64,159.26,0.0,,11209.02,6017,False,0,2025-12-02 09:34:39+00:00
e48ba8,TAM8147 ,Brazil,1764668078,1764668078,-8.6375,38.8929,3352.8,False,173.65,106.88,3.25,,3436.62,3354,False,0,2025-12-02 09:34:39+00:00
471f82,WMT9MC  ,Hungary,1764668078,1764668078,4.8528,39.9991,10972.8,False,235.34,73.23,-0.33,,11071.86,1425,False,0,2025-12-02 09:34:39+00:00
471f81,WMT739  ,Hungary,1764668077,1764668078,13.8363,49.6869,11887.2,False,229.2,131.63,0.33,,11864.34,3461,False,0,2025-12-02 09:34:39+00:00
471f6f,WMT277  ,Hungary,1764668078,1764668078,11.0243,46.96,10660.38,False,221.25,139.9,0.0,,10668.0,0113,False,0,2025-12-02 09:34:39+00:00
3b7b82,DRAGO13 ,France,1764668063,1764668063,5.0848,43.3271,7.62,False,1.15,116.57,-0.33,,83.82,,False,0,2025-12-02 09:34:39+00:00
495308,TAP010  ,Portugal,1764668078,1764668078,-9.1797,38.6993,495.3,False,81.8,23.34,-3.9,,601.98,6277,False,0,2025-12-02 09:34:39+00:00
471f6a,WZZ82SH ,Hungary,1764668078,1764668078,18.2202,54.556,3406.14,False,146.56,116.92,-9.1,,3444.24,1163,False,0,2025-12-02 09:34:39+00:00
48597e,TRA5N   ,Kingdom of the Netherlands,1764668078,1764668078,-4.2072,36.4763,1066.8,False,105.9,308.09,-2.93,,1165.86,2146,False,0,2025-12-02 09:34:39+00:00
471f6d,WMT1SV  ,Hungary,1764668078,1764668078,6.2009,48.1335,10668.0,False,230.97,103.26,0.0,,10668.0,0661,False,0,2025-12-02 09:34:39+00:00
471f6e,WMT1YY  ,Hungary,1764668078,1764668078,13.57,48.4579,10668.0,False,223.15,110.23,0.33,,10637.52,1000,False,0,2025-12-02 09:34:39+00:00
495302,TAP6MS  ,Portugal,1764668078,1764668078,-5.1702,42.3537,10980.42,False,237.37,23.23,-0.33,,10850.88,4743,False,0,2025-12-02 09:34:39+00:00
a40d6c,HAF405  ,United States,1764668079,1764668079,23.7488,38.2875,4572.0,False,138.4,172.95,0.0,,4716.78,6707,False,0,2025-12-02 09:34:39+00:00
3c058b,BVR040  ,Germany,1764668078,1764668078,-2.6294,39.9629,9083.04,False,235.4,141.48,5.2,,9151.62,1457,False,0,2025-12-02 09:34:39+00:00
3c6745,DLH872  ,Germany,1764668078,1764668078,7.4699,53.7747,10972.8,False,261.51,350.26,0.0,,10888.98,3736,False,0,2025-12-02 09:34:39+00:00
471f67,WZZ4036 ,Hungary,1764668078,1764668078,17.0894,55.0374,11887.2,False,228.57,144.34,0.0,,11841.48,6003,False,0,2025-12-02 09:34:39+00:00
40807a,GR902   ,United Kingdom,1764668078,1764668078,-1.1226,50.9683,4709.16,False,171.59,264.49,11.05,,4587.24,6220,False,0,2025-12-02 09:34:39+00:00
3c6749,DLH2JA  ,Germany,1764668076,1764668076,8.5466,50.033,,True,14.4,250.31,,,,6430,False,0,2025-12-02 09:34:39+00:00
3c6748,DLH3XA  ,Germany,1764668078,1764668078,13.2667,50.2117,10363.2,False,214.11,268.21,0.0,,10393.68,1000,False,0,2025-12-02 09:34:39+00:00
408086,TOM8WJ  ,United Kingdom,1764667853,1764667854,-0.5564,38.2837,,True,5.66,81.56,,,,2045,False,0,2025-12-02 09:34:39+00:00
471f64,WMT752  ,Hungary,1764668078,1764668078,14.3149,48.949,10668.0,False,221.15,117.88,0.0,,10660.38,1000,False,0,2025-12-02 09:34:39+00:00
471f62,WMT744  ,Hungary,1764668078,1764668078,10.0544,41.2618,10972.8,False,233.97,72.6,-0.33,,10988.04,1411,False,0,2025-12-02 09:34:39+00:00
469c2f,SXGAO   ,Greece,1764668078,1764668078,23.2781,37.8575,1280.16,False,44.45,217.0,-0.33,,1356.36,,False,0,2025-12-02 09:34:39+00:00
3c6742,DLH9EE  ,Germany,1764668078,1764668078,8.679,46.1329,5791.2,False,187.53,166.19,0.0,,5852.16,1000,False,0,2025-12-02 09:34:39+00:00
3c6754,DLH87U  ,Germany,1764668078,1764668078,12.07,48.2294,1882.14,False,143.62,61.78,-4.88,,1950.72,1000,False,0,2025-12-02 09:34:39+00:00
471f78,WMT5YT  ,Hungary,1764668077,1764668078,25.3912,45.0796,7505.7,False,193.42,301.96,9.43,,7543.8,1000,False,0,2025-12-02 09:34:39+00:00
3c6758,DLH4Y   ,Germany,1764668079,1764668079,8.7412,50.0768,762.0,False,82.81,250.78,-5.53,,822.96,1000,False,0,2025-12-02 09:34:39+00:00
440cf8,EJU49QU ,Austria,1764668078,1764668078,-7.3631,43.3247,11285.22,False,216.45,219.21,0.33,,11125.2,1113,False,0,2025-12-02 09:34:39+00:00
40805d,,United Kingdom,1764668074,1764668074,21.3434,47.4588,2842.26,False,143.3,311.07,13.0,,2887.98,,False,0,2025-12-02 09:34:39+00:00
4400b7,EJU78DG ,Austria,1764668078,1764668078,6.8402,50.7286,10355.58,False,201.07,212.67,-0.33,,10355.58,1130,False,0,2025-12-02 09:34:39+00:00
471f5d,WMT85GA ,Hungary,1764667096,1764667859,25.3945,47.3832,11635.74,False,243.15,101.6,-11.05,,11582.4,1000,False,0,2025-12-02 09:34:39+00:00
